centralized
0.005107865
0.004672135
0.00493393
0.005394674
0.00453081
0.005420693
0.004673538
0.005502129
0.004661545
0.00450467
0.004540066
0.004495639
0.005388859
0.004528445
0.004532526
0.005088564
0.004496608
0.004581984
0.004611531
0.004856205
0.00466552
0.004704738
0.004437214
0.004497007
0.004998387
0.004704102
0.004425655
0.004667855
0.004501607
0.00444858
0.004574746
0.00472311
0.004746761
0.004656201
0.004737936
0.00451251
0.004650281
0.004539853
0.004817389
0.004858133
0.004639708
0.004636558
0.004405861
0.004424982
0.004729022
0.004558
0.004668671
0.00456044
0.004549741
0.004705393
0.004928411
0.00445656
0.004437046
0.004552469
0.004806419
0.004434604
0.004554703
